label,sentence
2,キャストの職業、名前、恋愛やケンカ、すべてが“リアル”なドラマ
0,2011年の独女事情総まとめ座談会(後編)
0,くさったよめがあらわれた！vol.03「いつも私と同じことばかり考えてる君が好き！」 presented by ゆるっとcafe
2,藤原竜也、中学生とともにロケット打ち上げに成功
0,目指せ胃袋婚！ 家飲み女子の手料理自慢！ 冬の陣！
2,AKB48ドキュメンタリー映画の舞台裏、巨大ポスターが新宿に出現
0,猛暑が後押し!? アラフォー女性の生足増加とストッキング感
0,みんな大好き100円ショップ、独女の活用法は？
0,自転車女子、はじめました vol.10『自転車の景色は、輪行で広がる！』Presented by ゆるっとcafe
0,だからモテない!?　恋愛下手のダメメール
1,レガシーデバイスをさらば！名実ともに次世代のMacBook Pro 【デジ通】
1,スマホライフスタイルを提案！KDDI 甘田氏が語る、関西KDDIの強さの秘密
2,椎名誠・原作“あやしいサバイバル・ムービー”の主題歌は星野源
0,間取り図にハマる女ゴコロ
2,『ジョン・カーター』絵画コンクール開催、特別審査員は工藤静香
1,iPadでオリンピックを見よう！地デジを無線化して、どこでもテレビだ
0,バブル独女とロスジェネ独女
1,Googleロゴが往年の料理研究家に！　本日のGoogleロゴは有名な料理研究家の生誕100周年記念
2,【週末映画まとめ読み】赤ちゃんパンダの癒し画像＆驚きの生態
0,『結婚』よりも『結婚生活』を続ける方が難しい…!?　Presented by ゆるっとCafe
2,ミラ・ジョヴォヴィッチが、連続レイプ犯に狙われる
0,痩せたら本当に幸せなの？　独女がダイエットを諦めたくなる時
1,タダ者じゃない！7インチタブレット「eden TAB」の魅力をさぐる
0,いま銭湯散歩がおもしろい！ Presented by ゆるっとcafe
0,「体の中からのスキンケア」をサポートするヨーグルト
1,ようやく普及期に入った3DS 専用ソーシャル機能が回り出した【デジ通】
1,ガジェット使い方新提案！　小技の効いたハイテク家電使いこなし術【ハイテク家電で新生活】
0,節電しながらムーディーな照明で夜を楽しもう！
1,直感的に使えるマジックリモコン！LG、3D対応の液晶テレビ「LG Smart TV」が凄い
1,Kepler搭載製品が登場！MSIやZOTACよりNVIDIA GeForce GTX 680カード
1,CPUもGPUも祭だワッショイ！GIGABYTE板祭でマザボ＆グラボのレビューアーを大募集
1,Excel操作を簡略化！　ドラッグ＆ドロップでシート間コピー【知っ得！虎の巻】
2,ヴェネチア国際映画祭で染谷将太、二階堂ふみに大歓声！　園子温監督作『ヒミズ』に金獅子賞の期待膨らむ
2,インタビュー：木村文乃「人間にとって根本的に大事なもの」
2,助演女優賞は『ヘルプ　〜心がつなぐストーリー〜』のオクタヴィア・スペンサー
2,『ドラゴン・タトゥーの女』週末3日間で20万人以上を動員し、初登場1位を獲得
2,徐々に明らかになる衝撃の全貌…『バイオハザードV』最新予告が解禁に
0,東京23区女ひとり風呂 vol.03「台東区・銭湯でアレ発見！」Presented by ゆるっとcafe
2,“モノクロ3D”で奇妙な世界を描く、ティム・バートン監督最新作の特報映像が公開
2,小さくなったバズが走り回る！　『トイ・ストーリー3』続編の特別映像が公開
0,秋の夜長に……独女がオススメしたい「心の一冊」
0,自転車女子、はじめました vol.15 「小粋な相棒、ミニベロの魅力」Presented by ゆるっとcafe
2,第24回東京国際映画祭作品ガイド＜コンペティション部門＞
0,スマホで花咲く恋もある!?　合コンで使える本当の“モテテク”
1,無線LANで映像を飛ばそう！ユニークな地デジチューナー付きルーター【新スタイル活用術】
1,え？コミュ障？　それでも平気！ どんな人とも10秒でうちとけて話せる本【iPhoneでチャンスを掴め】
2,【2012年先取り映画vol.1】“時は金なり”という言葉が現実になった世界
1,おはこんこん！連載ちゅうの4コマの予告編ですっ【紺子にゅうす】
1,フリップカバーにスタンド＆バッテリーまで内蔵！ GALAXY SIII専用ケース【イケショップのレア物】
0,森ガールよりもリア充？ 「雲ガール」の実態に迫る
2,【編集部的映画批評】最高にポップな監禁拷問地獄へようこそ 『ラブド・ワンズ』
0,25歳未満のデキ婚率50％!? デキ婚同僚に独女が言いたいこと
0,花粉シーズン到来前にビフィズス菌の新習慣！
0,時代は「3平」へ。イマドキの結婚相手の条件とは？
2,【編集部的映画批評】アポロ計画に“謎”を投げかけて“謎”のままで終わる
1,iPhoneアプリを子どもが勝手に使えないようにする【知っ得！虎の巻】
2,「開けてはいけない」コインロッカーが出現
0,薄っぺらい親友関係が増殖中？ 女の友情はきょわい〜！？
2,“美魔女”に触発、『スノーホワイト』主題歌がデジタル発売
2,スクリーンから貞子が飛び出す！　映画『貞子3D』の特報映像が公開
0,話題の格言『ボーダーを着る女は、95％モテない！』は本当か？
0,毎日の生活の中でお小遣いを増やす方法とは？
2,【プレゼント】戦乱に埋もれた驚きの大逆転の実話を描く！映画『のぼうの城』ジャパンプレミアにご招待
2,日本映画の未来を背負った原石たちが放つ、青春最高傑作『桐島、部活やめるってよ』
1,本音トークが炸裂！これが「Android ライターサミット」だ
0,満たされると不安!?「ちょっと不幸な私が好き」症候群
2,日本のインディ・ジョーンズが解明！『ダ・ヴィンチ・コード』を超える今世紀最大の発見とは？
1,自分が選んだニュースにコメントが！シェアで変わるITニュース活用法【ITニュースで目指せ情報通】
1,大人のユーモア、大人の対応ですね！孫社長が自分の髪の毛にコメント
1,間違いなくワイルドなiPhoneカバー！　スギちゃんのiPhoneカバー登場！
1,サムスンがテーブル型PCを投入！Surface 2.0を搭載するPCの魅力
0,Twitterでリムーブしたい人がいる……その時独女は？
1,ジメっとした気分を吹き飛ばせ！　いまが見ごろ、鎌倉の紫陽花写真の数々
0,既婚女性の馴れ初め話に恋愛を学ぶ
1,楽天が電子書籍サービスを開始？　「Kobo」のサイトを新たに開設
1,ウェブセキュリティの向上を目指すOWASPとは 【役立つセキュリティ】
2,【編集部的映画批評】公開延期になったことで超大作になれなかった映画
2,“女子校の王子”と“男子校の姫”が禁断の恋に
1,ゲリラ豪雨にも勝てる？ iPhoneをマイ自転車に搭載できる強力な防水機能マウント 【イケショップのレア物】
0,淀殿はタバコ顔だった！？ 戦国時代に学ぶ健康術
2,食欲そそる、ドラマ「深夜食堂」第2部の絶品メニュー
1,高性能なデジタル一眼が登場！キヤノン、「EOS 5D Mark III」が凄い
2,阿部寛と上戸彩共演の『テルマエ・ロマエ』が4日で興収8億超え
2,鈴木京香がスカイブルーのドレスで観客を魅了、『セカンドバージン』がマレーシアに凱旋上陸
1,さらばFermi！Keplerアーキテクチャ採用のGPU NVIDIA GeForce GTX 680登場
2,仮面ライダーへ闘魂注入！ 夢のコラボで“闘う日本人”の曲が完成
0,コピーライター的発想が「モテ」への一歩！？
1,GALAXY Noteをキーボードで使う！　Bluetoothキーボード付き専用カバー【イケショップのレア物】
1,スタイリッシュなブロック系パズルゲーム！ ルミネス – Touch Fusion【iPhoneでチャンスを掴め】
2,美女をめぐる史上最大の“職権乱用”バトルが勃発！
0,独女通信が見た「独女たちの5年の軌跡」Vol.3 〜「ブスキャラ」が「モテキャラ」へ変身〜
2,スピルバーグ監督、ブラピ、J・ビーバーらハリウッドスター116人が集結した豪華写真が公開
1,今度の金環食を見逃さない！ 来る5月21日の金環食を楽しむアプリ【iPhoneでチャンスを掴め】
2,三浦友和、百恵さんとの夫婦関係を告白
0,握手会やイベント参加…「アイドル戦国時代」に独女も大量参戦
0,ブーケトスは人権侵害なのか！？
1,最新CPUに出会えるチャンス！「Intel Technology Day in Akiba 2012」を開催へ
0,ケンカをしても気持ちが冷めている…。「長すぎた春」の予感
2,「イナズマイレブンGO」が『ハッピーフィート2』をPR、CMで奇跡のコラボが実現
2,西田敏行も思わず涙ぐむ「父から娘」への手紙
1,明日は福島県三春町で町会議！　北の大地に2千人来場！北海道長万部町の町会議
0,【大堀恵　ヒミツの相談室】ソリが合わない同僚とスムーズに仕事をするには
1,アノなめこがiPhoneカバーになった！　「おさわり探偵 なめこ栽培キット」のiPhoneカバー登場！
1,本日深夜販売敢行！　例のアレか？　本日ドスパラパーツ館で深夜販売！
1,ついに本日、発売開始！パナソニック、最強カスタマイズの「レッツノートSX1」開封レポート
0,霊感ヤマカン第六感！　男の浮気はこう見抜く
0,女の集団は仲が悪い!?
1,何これ欲しい！のキーボード登場！　エレコムのレーザー投影式キーボード
2,ジョニー・デップ、『ダーク・シャドウ』のPRのために緊急来日決定
0,男を「疲れさせる女」の正体とは!?
2,【DVDエンター！】美しき優等生が自慰行為、レズビアン・セックスに挑戦
2,実は低年収!?　国家組織CIAの知られざる意外な事実！
2,深田恭子「女性の私が見ても、ときめいた」
1,常識を塗り替える異次元の軽さ！NEC 世界最軽量Ultrabookが凄い
0,【オトナ女子映画部】櫻井翔が演じる“地味メン”医師の愛妻家ぶりにキュン！
0,男の身長、気になる？ 気にならない？
1,ペットロボットの状態は？　これからどうなる？ 不定期連載スマートペット育成記【デジ通】
2,『アメイジング・スパイダーマン』新予告が全世界で解禁
2,エリカ様が“演じる”のは「次々と事件を巻き起こしていくトップスター」
0,あなたのそのオバサン顔大丈夫？
1,来たぜ！お祭り第3弾！GIGABYTE板祭でZ77マザーのレビューアーを大募集
1,第三弾間もなく開始！ Sapphire製グラボ購入キャンペーン第二弾終了間近につき
0,オンナは“何番目の男”と結婚するのが一番幸せか？【オンナの本音編】
2,剛力彩芽、ハリウッドデビューするものの「セクシーな声はダメ」
1,ついに発売日が決定！有機ELスマートフォン「DELL Streak Pro 101DL」が凄い
1,高ワットを安定供給できる電源！　ZALMANより1250ワット電源発売開始
1,話題のスマホに強い味方！ドコモ MEDIAS LTE N-04D用大容量バッテリー【モバステ通信】
2,【週末映画まとめ読み】 『モテキ』初登場2位でトップ3を邦画が独占＜10月1日号＞
0,デキる男の妻はどんなタイプ？
0,男たちが入籍日にこだわる理由とは
1,不便なブックマークよさよなら！　俺はライフリストでブクマを管理するぜ！【PC快適術】
1,PCとはちょっと違うAndroidにおけるROMとRAMの意味！  Android端末の選び方【デジ通】
0,鼻毛のお手入れをしていますか？
2,壇れいがミラ・ジョヴォヴィッチとの初対面に感激
1,ケースによっては5千円も節約！　3G回線を使わずにWiMAXとWiFiオンリーでスマホ利用
2,【終了しました】チュート徳井が徹底した役作りで挑む！『莫逆家族　バクギャクファミーリア』完成披露試写会にご招待
0,読んでみる？描いてみる？大人の女性を癒す絵本の魅力
0,20〜30代男女の7割が“飲みたい”夏の風物詩
0,くさったよめがあらわれた！vol.06「専業主婦ってやることいっぱい、暇じゃないんだから!?」presented by ゆるっとcafe
0,高樹千佳子らがビオプレーン4姉妹として登場！ 「ダノンビオ」ヨーグルト　プレーン・砂糖不使用　脂肪0　新発売！
2,『マーガレット・サッチャー 鉄の女の涙』メイクアップ賞、ハリポタに勝つ
1,おめでとうございます！孫社長 王会長との記念写真を掲載
1,ヘンなアプリに要注意！ データぶっこ抜きアプリか？Google playに不審なアプリが出回る
0,意外に大変?!　モテる定説“マメな男”との交際事情
0,大人女子を虜にする、年下君の魅力
2,二度と見られない、故・森田芳光監督の貴重な演出シーン
0,【オトナ女子のリアルな悩み】フラれて4カ月。彼が忘れられず前に進めない私
1,おはこんこん、ふぉっくす紺子だよ！新しいおしらせ【紺子にゅうす】
2,2012年、エジプトの大ピラミッドに隠された“真実”が明らかになる
0,【オトナ女子映画部】共働きでも“家事”は“女の仕事”?! 『ハニー vs. ダーリン ２年目の駆け引き』
0,「電話占い」のハマりすぎにご注意！
1,新iPad時代の定番はコレだ！iPhoneとiPadを同時充電＋ステレオスピーカー内蔵スタンド【イケショップのレア物】
2,インタビュー：MEGUMI＆西川史子＆重盛さと美「地上波では出来ないことしかやってない」
2,寝室で一体何が起こったのか、『パラノーマル』最新作が衝撃映像を限定公開
1,Ultrabookをパワーアップ！　mSATA対応の小型SSDがマイクロンより登場
0,「女性の持つコンプレックスを取り去る仕事」 湘南美容外科クリニック イメケン“情熱”院長インタビュー
2,吉高由里子「ムカつく発言があったとしても、すごくカワイイ」＜2011年インタビューまとめ vol.2＞
0,「独女×僕等がいた」恋愛術：男心に刺さる“待ち女”で勝ち組になるテク
0,【オトナ女子のリアルな悩み】今の仕事は本当にやりたかったこと？ 安定か、一歩踏み出すか。独女世代の決断
0,友人代表のスピーチ、独女はどうこなしている？
1,日本最大級のショッピングポータルがオープン！「イオンスクエア」が凄い理由
1,iPhoneで作るビジネス文書、動画のムダをトリミング　iPhone活用術【知っ得！虎の巻】
1,MacBook ProがRetina対応 次はAirも対応？【デジ通】
0,どうやっても貯められない30代女子の貯金改革!! Vol.4「こだわりポイントでめざせメリハリ家計☆」Presented by ゆるっとcafe
0,「お墓をよろしく」と言われたら、あなたはどうする？
2,杉良太郎「いじめとか自殺とか教育が全然できていないので、ドラマを通じて何が大事か描きたかった」
0,自分にぴったりということ
1,ふぉっくす紺子だよ！紺子ぬいぐるみ、みんなのところに行けるといいなぁ【紺子にゅうす】
0,“恋におちる”って具体的にどんな感じ？
0,私たち、姪＆甥がかわいくて仕方ないんです！
1,どうやって撮ったの？コンデジで驚きの不思議な写真「Naked Flower（裸の花）」【新-写真空間】
0,幸せになるコツはデートをリードすること
0,女性に支持される魅力的なメルセデス「新CLSクラス」を体感
0,真似し真似され…女たちの胸中は？
0,【オトナ女子映画部】赤ん坊の父親に捨てられても、人生勝ち負けじゃないと断言する臨月妊婦『ハラがコレなんで』
1,いつでもどこでもUltrabook生活！HP「Folio13-1000」のレビューア3名を募集
2,【いちおう妖ヶ劇場】第9話：生徒を洗脳するなんて、あんまりせんのうの巻
2,真野恵里菜「女子高生仮面ライダーになってTwitterのフォロワーが増えた」
2,動画インタビュー：マリオン・コティヤール「細菌恐怖症ではなないけれど、いつも気にしているわ」
0,独女も気になる!? 既婚女性の働き方
1,Twitterとテレビを連携！テレビ視聴の楽しみ方を変える NECの「つぶやきプラス」【デジ通】
1,その真相や如何に！ミクシィ、身売り報道にコメント
1,写真に友達のタグを付けて公開を知らせる　Facebookテクニック【知っ得！虎の巻】
1,ガラスのUltrabook登場！美麗なUltrabook「HP ENVY14-3000 SPECTRE」のレビューアー募集
1,ネットで気軽にフォトブックの編集注文ができる！「ドリームページ」のレビューアーを30名募集
0,【オトナ女子映画部】“手に入らないから手に入れたい欲”に騙されるな！『クローサー』
2,Mr.ビーンが8年ぶりに帰ってくる、『ジョニー・イングリッシュ』の続編の日本公開が決定
2,【GOGW映画 友人編】全長500メートルの敵が現れたらどうするのが正解？ 『タイタンの逆襲』
1,最新情報も見逃すな！ 大人気アニメ「宇宙兄弟」公式アプリ！【iPhoneでチャンスを掴め】
2,世界の映画祭で話題沸騰！インドネシアの壮絶バイオレンス・アクション『ザ・レイド』予告編が解禁
1,高耐久HDD搭載PC登場！　ドスパラより壊れにくいHDDを採用したモデルが登場
0,お花見デートで女力アップを！
2,NYC中山優馬、ハリウッド実写映画で声優初挑戦
1,アナタは見た？今世紀最後の天体ショー！金星の太陽面通過
1,ようこそ、ケーブルのない世界へ！クリアな音質のBluetooth対応ヘッドセット【新スタイル活用術】
2,【DVDエンター！】前田敦子が背負い続けた、AKB48“センター”の重圧
1,スマホで使える驚愕の次世代眼鏡！身に付けられるディスプレイ
1,なるほど、そういうことか！Googleロゴが写真である理由
1,Googleドライブで企画や計算書をメンバーと共有【知っ得！虎の巻】
1,コンデジでも星の軌跡が撮れるGR IVインターバル合成撮影の秘密！「都会の星」トークショー【新-写真空間】
0,【オトナ女子映画部】新ヒロインの小悪魔ぶりは学ぶべきポイントだらけ！　『アメイジング・スパイダーマン』
0,【オトナ女子映画部】“女”として生きることを“誇り”に思う『デザート・フラワー』
0,くさったよめがあらわれた！vol.07「春だからこそ夢（妄想）みちゃうんです」presented by ゆるっとcafe
0,女医が教えるオンナの体のウソホント　vol.6「精子にまつわるウソホント」Presented by ゆるっとcafe
1,有線スピーカーがBluetooth対応に！ロジクール ワイヤレススピーカーアダプターを限定発売
1,Excelで支社名のリストを手早く連続入力する【知っ得・虎の巻】
2,『ニューイヤーズ・イブ』出演のボン・ジョヴィ、サラ・ジェシカ・パーカーらの特別映像が解禁
0,この秋は、野菜を食べて女を磨く！
2,【GOGW映画 一人編】『007』や『M:i』では描かれない“本物”のスパイ映画
2,敵は“大自然”と“オオカミ”、全米初登場1位の映画が日本上陸
1,ゲーム機に必要なストレージ容量は？ ダウンロード販売が本格化【デジ通】
1,Ultrabookに強力なライバル！女性がラクに持ち運べる、エイサーのノートPCが凄い
1,Excel表のデータの合計値を計算式を使わず表示する方法【知っ得・虎の巻】
1,クラウドより便利で速い！安全！大容量！デュアルHDDで大事なデータを守る必殺技
0,応援する？ ムカつく？ あなたの近くの社内恋愛
1,amazonでAMEX決済なら要注意！ amazonで買い物したら100倍の請求金額に口があんぐり！
2,【週末映画まとめ読み】「見せたいものを見せてあげる」沢尻エリカが胸元と美脚をあらわに
2,大泉洋がライオンを挑発「どうしたBOY？ かかってこいよ」
0,独女のTwitter、意外な楽しみ方
0,モテ期はあったか？
1,コンプガチャ廃止決定！　結局は堂々巡り？　今後一体どうなる？
2,『ドラゴン・タトゥーの女』主演ルーニー・マーラが来日「誤解されていると感じる経験は、誰にでもある」
2,ネットで話題騒然、『キャプテン・アメリカ』の衝撃的な本編シーンを公開
1,(」=・ω・)」 (/=・ω・)/うー！にゃー！な簡単ゲーム【iPhoneでチャンスを掴め】
0,妥協のススメ
2,美女たちがドレスの競演をした東京国際映画祭！スケスケのシースルー衣装を着たセクシー女優も
1,株価・国債・為替、何でもチェック！超便利なブルームバーグのiPadアプリ【デジ通】
2,謎のモザイク美女を当てろ！ その正体は、日本で最も輝く25歳のタレント
2,映画『アベンジャーズ』の“最強”ヒーローがストラップに
0,【オトナ女子映画部】“運命の人”をキャッチする方法！『セレンディピティ』
1,アナログとデジタルの融合。旧と新の技術が出会った不思議な写真空間【NEXT GENERATION】
0,コンビニのレジ前でついつい買ってしまうもの
2,照英、『カウボーイ＆エイリアン』の宣伝ナビゲーターに就任し「涙が出るほど感動した」
0,通えば結婚できる？　結婚予備校ってどんなところ？
1,何かとネットが騒がしかった！　不審なAndroidアプリ騒動までを振り返る【ITフラッシュバック】
2,「R2-D2」が女子大生に大人気！　「スターウォーズ」の前夜祭
0,東京23区女ひとり風呂vol.05「世田谷区・江戸ッ子に会える銭湯」Presented byゆるっとcafe
0,恋愛感情がイマイチでも結婚はできるのか？
1,23年ぶりの天体ショー再び！  14日未明は金星食を観測しよう！
2,【週末映画まとめ読み】ミラ・ジョヴォヴィチなど美女の情報をまとめて紹介＜10月15日号＞
1,漫画家/イラストレーター志望のクリエイターのたまご必見！　デジタルでの制作環境が全て揃うレビューアー募集開始
1,グラボを買うとBDプレーヤーが当たる！　Sapphire製グラボ購入キャンペーン本日開始
1,「Ubuntu One」はLinux対応 楽曲ストリーミング対応のクラウド【デジ通】
1,叩いてもひっかいてもOK！iPhone液晶を保護するスクリーンプロテクター【イケショップのレア物】
0,ブログやSNSで娘の日々を知る時代！？
1,Keplerをより安く！　Keplerアーキテクチャのミドルレンジ向けGPU「GeForce GTX670」
1,この谷間写真は誰得？　Twitterのハッシュタグ「#女子谷間晒し祭」で大いに盛り上がる
0,同族嫌悪? 独男と独女が考えるお互いの問題点
2,宮迫＆ゴリがツリーに点灯失敗「得する涙が流せる、最高の映画」
1,いよいよラストの町会議！　ニコニコ町会議in 東京都八丈島の詳細決定
0,本当に信じられる占いとは？
1,SSDをキャッシュに使う“ハイブリッドHDD”！　Windowsを快適にするシステムキャッシュ技術がスゴイ
1,Googleがセキュリティを指南！ネットユーザー向け「知っておきたいこと」サイト開設
2,バットマンが遂に引退か、ダークナイトシリーズ最終章の衝撃ポスター
2,『弁護士イーライ』のプロデューサーが、ジョージ・マイケルの出演について語る
1,納得！そういうことか！Googleロゴにファスナーが付いてる理由
2,いま話題の人気アイドルたちが、一夜限りの大共演
2,インタビュー：ニコール・キッドマン「実はとてもシャイで、電話で話すのは苦手なの」
2,“崖っぷちの男”に自殺を思いとどまらせる“交渉術”
0,織田裕二の結婚に見る、「完成された男との結婚」のよさとは
0,上から目線はなぜ悪いのか？
2,【編集部的映画批評】フランスで起こった人種差別を斬る
0,どうやっても貯められない30代女子の貯金改革!! Vol.7「貧乏脱出大作戦」Presented by ゆるっとcafe
0,妄想が独女たちを救う！？
0,ほんの少しだけ頑張っている独女なりの“ちょいエコ”とは？
0,カラオケで演歌を歌う女ゴコロ
0,“濃すぎる！？”コラーゲンドリンク「濃いコラーゲン」
2,二階堂ふみの願望は「朝帰り」、意味不明な発言を連発
0,NHK『祝女』に見る現代女子の実態……、共感集まる“社交辞令女子”とは？
2,吉澤ひとみが新チーム結成「今、大事にしなきゃいけない人」
2,【編集部的映画批評】水谷豊の“相棒”は座敷わらしだった
1,やはり ドラクエXも例外ではなかった！　ゲームの通貨やアイテムを実社会で売買するRMT行為【デジ通】
0,大人になっても解決しない「お昼休み」という問題
1,私立中高5校とコラボ！　iPhone＆Androidアプリ制作を学ぶ「Life is Tech!サマーキャンプ」
0,働き女子のしあわせカラダづくりを応援するアプリでキレイとご褒美をゲット！？
1,非公式アプリでも結構イケる！ UbuntuでもEvernoteが使える【デジ通】
2,ミス・フーターズ・ジャパンが1日限定“マリリン・モンロー”に変身
0,“あげまん女”って何ですか？
2,ホラー映画界に“革命”を起こす、キューバ初のゾンビ映画が世界の映画祭を席巻中
1,夏のボーナス金額は増！ ただし商品の購入に充てる割合は大幅減
0,人前でのキス、女子的にアリ？　ナシ？
0,【オトナ女子映画部】結婚生活の実態『おとなのけんか』
2,“最強”が集結、『アベンジャーズ』ポスター画像が世界初解禁
1,日本を思う気持ちがあると思えない！孫社長 大人の対応がネットで話題
1,Excel表をらくらく修正！ドラッグで列の順序を入れ替える【知っ得！虎の巻】
0,「突撃！隣の晩ごはん」のヨネスケが、華やか企業の「OL昼ごはん」に再び突撃！
1,歌＋歌＝歌　見事な才能に感嘆！え？二曲を同時再生するとまったく別の曲が！
1,転売厨に要注意！　創刊当日に休刊が決定したコミック雑誌がamazonで高値で転売される
2,米国版“ガリレオ“!?　最強の謎解きミステリーが、この夏遂に解禁
1,世界一周に挑戦する学生にiPadを贈る！孫社長の粋なはからいに感動の嵐
0,「隙のない男」の魅力とは？
0,男が苦手な女とは？
1,ペットが毎日のように病気になる！ スマートペット育成記 （4）【デジ通】
0,美容整形の志願者が次々と自己紹介をすることに
1,モックアップで製品を選べる？ 古い手法で販売されるスマホ【デジ通】
2,『タイタニック 3D』超プレミア試写会、応募殺到でサーバーがパンク
1,これはなんでしょう？　iPhoneならではのユニークアイテム【イケショップのレア物】
0,最近セックスしたのはいつですか？
0,【オトナ女子映画部】精子バンクのドナーは完璧な恋人？『カレには言えない私のケイカク』
0,「断捨離（だんしゃり）」でモノから自分が見えてくる!?　モノに投影される自分って？
0,人生観が変わる！？ 一度は行ってみたい世界のあの場所！
0,写真を見せたい人、見たくない人
1,Wordで作成した表を2つに分ける便利ワザ【知っ得！虎の巻】
0,独女的映画レビュー vol.8　『ブラック・スワン』
2,観る者を魅了するキャットウーマンの魅力とは？
1,必要なファイルを素早く取り出すマル秘ワザ【知っ得！虎の巻】
2,AKB48篠田麻里子「危険な恋に憧れる」
0,このままじゃ婚期を逃す!?　趣味に走るオタク独女
0,独女たちの下心
1,おはこん、ふぉっくす紺子です！紺子グッズ第二段も進んでるよ【紺子にゅうす】
1,auの成長率が日本一！関西ユーザーにみる高いスマホ通信費の節約法
2,ルール無用の一匹狼がゲイの警官とバディに「同性愛恐怖症じゃないのは素晴らしい」
2,ダース・ベイダーが全国に出没！　次は大阪・通天閣に進軍予定
0,思わずどん引きしたアノ行動、アノ発言！
0,頑張っているのに結婚できない私って、どこか変？
2,『マダガスカル』シリーズ待望の最新作は、夏休みファミリー映画の大本命！
2,柴咲コウ“しばっちゃうのが、もったいない”「アジエンス」CM曲を発売
1,外出先で録りためたビデオを見る！クラウドの動画ライブラリを作ろう
2,第24回東京国際映画祭作品ガイド＜ワールドシネマ部門＞
1,今日はそういう日だったのか！Googleロゴが変わっている理由
0,【オトナ女子コミック部】白髪、垂れ尻、ほうれい線。『だって40なんだも〜ん！』はすべてに諦めがつく魔法の言葉!?
